438.00,122.00,487.00,424.00
416.67,121.83,487.88,424.25
420.49,125.33,479.58,417.17
412.53,121.50,489.62,424.75
415.06,124.67,482.17,418.33
417.58,124.33,483.46,418.92
412.86,121.00,492.25,425.50
412.10,120.83,493.12,425.75
411.33,120.67,494.00,426.00
410.57,120.50,494.88,426.25
409.81,120.33,495.75,426.50
417.41,120.17,496.62,426.75
426.46,120.00,497.50,427.00
414.60,119.83,498.38,427.25
413.19,119.67,499.25,427.50
411.79,119.50,500.12,427.75
427.67,122.00,494.33,422.67
425.88,120.83,497.71,424.92
422.02,118.00,505.25,430.50
427.02,118.83,503.62,428.75
443.07,118.67,504.50,429.00
442.55,118.50,505.38,429.25
442.04,118.33,506.25,429.50
441.52,118.17,507.12,429.75
441.00,118.00,508.00,430.00
439.38,118.15,509.63,429.83
439.55,118.29,511.25,429.67
443.21,121.94,504.12,422.50
442.27,121.92,506.17,422.67
440.20,121.06,510.50,424.50
435.29,117.88,520.50,431.00
449.16,117.85,522.58,431.17
444.00,114.83,531.33,437.33
450.54,115.00,533.00,437.12
449.83,115.17,534.67,436.92
449.12,115.33,536.33,436.71
456.35,113.50,543.50,440.50
454.98,113.83,544.71,439.96
459.91,111.54,552.33,444.67
445.26,111.69,554.00,444.50
445.25,113.17,552.00,441.67
447.08,116.33,546.33,435.46
438.53,115.50,550.75,437.25
415.20,111.33,562.75,445.71
409.96,111.67,564.00,445.17
389.98,112.00,565.25,444.62
388.32,112.33,566.50,444.08
386.66,112.67,567.75,443.54
385.00,113.00,569.00,443.00
384.04,114.46,571.13,441.04
383.08,115.92,573.25,439.08
382.12,117.38,575.38,437.12
380.16,118.17,579.50,436.50
378.95,119.46,582.12,434.88
373.61,117.38,593.00,440.00
370.73,117.69,598.96,440.33
344.88,117.67,606.00,441.33
343.33,118.81,609.25,440.00
338.27,117.33,619.50,443.92
337.24,119.04,621.71,441.46
335.41,120.00,625.50,440.50
327.31,116.73,641.83,448.00
325.47,117.71,645.67,447.00
321.37,117.00,654.00,449.38
319.77,118.17,657.33,448.00
318.18,119.33,660.67,446.62
316.58,120.50,664.00,445.25
314.98,121.67,667.33,443.88
307.55,119.08,682.33,450.00
311.04,123.38,675.50,442.38
303.28,120.62,691.17,448.83
301.64,121.81,694.58,447.42
300.00,123.00,698.00,446.00
299.94,125.50,695.92,441.67
299.89,128.00,693.83,437.33
299.02,130.07,693.38,433.88
296.53,131.26,696.17,432.17
292.30,129.03,709.71,437.29
288.66,128.64,716.25,438.75
285.16,126.87,729.33,442.96
286.11,129.35,727.67,438.67
291.75,134.64,716.62,428.75
289.47,135.48,721.42,427.75
270.78,132.48,737.21,434.42
267.01,136.02,743.00,434.00
266.32,138.54,742.62,429.12
265.39,142.82,742.75,425.75
255.07,139.34,761.62,432.38
240.68,149.16,788.67,444.33
249.74,153.61,802.75,447.58
251.12,155.36,800.25,444.25
254.59,157.05,801.04,441.04
254.82,159.58,799.33,436.17
249.04,157.56,815.62,440.38
234.16,155.12,831.17,445.42
230.58,156.06,834.58,443.71
227.00,157.00,838.00,442.00
224.29,158.40,838.46,439.00
220.88,159.50,840.33,436.58
212.25,156.38,858.62,442.62
201.67,153.25,876.83,448.67
216.69,163.25,843.83,428.46
203.88,159.25,866.50,436.25
195.27,154.85,891.25,444.83
206.13,154.50,900.00,445.33
182.73,149.69,925.38,454.75
180.28,151.62,924.83,450.67
175.78,153.04,928.38,447.62
170.50,153.50,933.50,446.50
165.21,153.96,938.62,445.38
154.09,151.79,955.42,449.50
148.38,152.06,961.38,448.75
146.51,153.83,959.67,445.00
146.44,153.92,968.33,444.62
159.48,155.12,970.75,442.00
160.98,158.58,962.29,434.88
183.30,162.00,952.17,427.83
148.99,158.75,975.38,434.12
142.99,158.83,981.92,433.75
137.00,158.92,988.46,433.38
131.00,159.00,995.00,433.00
105.45,160.18,997.17,430.88
111.03,165.04,981.00,421.42
70.89,159.12,1016.38,433.50
92.37,159.99,1020.33,432.00
89.02,160.63,1026.04,430.96
94.91,165.23,1013.25,422.00
102.78,163.08,1030.46,426.54
100.18,140.35,1032.67,424.33
95.27,112.68,1039.50,424.50
81.01,91.39,1037.08,419.92
64.51,87.36,1069.08,428.71
67.05,78.35,1063.00,423.50
81.49,80.66,1055.08,417.62
94.40,71.65,1054.25,414.42
85.34,78.72,1071.38,419.00
82.35,91.57,1092.33,424.00
90.39,97.71,1073.25,412.46
68.65,97.92,1113.75,424.75
93.24,120.42,1099.54,416.46
105.85,127.52,1073.33,403.00
96.76,125.14,1096.50,408.50
81.93,122.05,1123.17,415.42
111.08,126.69,1107.83,406.88
109.00,128.00,1111.00,405.00
117.36,128.88,1112.25,403.67
115.63,126.09,1133.67,409.67
124.45,127.13,1134.00,408.00
127.35,126.00,1146.17,410.67
138.10,146.45,1171.08,418.12
146.88,150.34,1158.00,410.75
134.78,153.07,1148.75,405.71
136.24,155.14,1144.33,402.00
92.32,166.52,1171.25,409.62
80.64,169.92,1152.67,401.25
72.82,169.32,1156.83,400.88
80.98,170.72,1149.00,396.50
105.89,163.29,1129.62,387.79
105.12,162.57,1137.67,389.67
110.76,164.30,1132.88,386.62
119.27,164.65,1138.33,386.33
62.80,164.53,1145.38,387.00
59.24,164.61,1150.50,387.25
59.03,166.01,1148.92,384.88
87.96,170.33,1129.00,376.67
68.25,171.87,1126.50,374.00
58.42,170.20,1144.17,377.75
58.21,171.60,1142.58,375.38
58.00,173.00,1141.00,373.00
57.38,173.56,1138.46,372.33
58.76,174.12,1135.92,371.67
67.39,156.34,1116.88,365.75
76.02,156.54,1097.83,359.83
75.03,156.66,1098.04,360.04
83.75,154.16,1114.75,365.50
-0.96,150.93,1136.04,372.42
 1.75,151.20,1135.33,372.33
-22.55,150.59,1140.75,374.00
-32.88,151.15,1138.17,373.33
-29.98,147.38,1161.04,381.33
-23.36,148.27,1156.50,380.00
-11.24,151.00,1140.96,375.00
-5.12,151.73,1137.42,374.00
-7.98,152.45,1133.88,373.00
18.94,154.51,1122.67,369.33
22.94,156.10,1113.38,366.62
31.10,156.51,1111.75,366.25
31.87,156.20,1114.92,367.33
41.51,156.76,1112.33,366.67
48.15,157.32,1109.75,366.00
58.78,157.88,1107.17,365.33
93.85,158.59,1103.62,364.38
104.00,159.00,1102.00,364.00
102.65,158.81,1101.71,364.42
101.29,158.63,1101.42,364.83
99.94,158.44,1101.12,365.25
98.58,158.26,1100.83,365.67
102.22,158.07,1100.54,366.08
117.08,156.89,1105.75,368.50
115.27,156.54,1106.38,369.25
113.45,156.18,1107.00,370.00
124.75,157.33,1099.38,367.75
124.40,167.13,1099.08,368.17
124.04,167.94,1098.79,368.58
111.71,168.75,1098.50,369.00
104.40,167.40,1110.12,373.75
89.17,163.67,1137.58,383.25
72.68,152.40,1119.62,377.88
88.34,160.69,1069.33,361.33
79.33,163.28,1052.42,356.21
81.51,176.25,1081.00,366.25
86.58,182.20,1079.83,366.38
87.50,182.74,1075.00,365.33
86.12,182.56,1074.75,365.75
84.75,182.37,1074.50,366.17
83.37,182.19,1074.25,366.58
82.00,182.00,1074.00,367.00
81.45,181.21,1075.50,367.92
59.85,180.71,1075.17,368.25
57.77,180.06,1075.75,368.88
33.72,179.42,1076.33,369.50
33.63,178.77,1076.92,370.12
33.54,178.12,1077.50,370.75
36.51,178.65,1071.96,369.04
36.86,178.17,1071.67,369.33
43.77,179.88,1058.25,365.25
29.71,179.25,1058.83,365.83
25.80,176.79,1069.04,370.08
31.53,177.75,1060.00,367.50
18.59,176.81,1062.33,368.71
13.25,174.42,1073.42,372.83
-4.66,176.12,1061.75,368.75
-4.75,175.50,1062.33,369.33
-4.84,174.88,1062.92,369.92
 2.95,176.88,1047.75,365.25
-1.69,176.40,1047.46,365.54
 5.40,176.50,1043.67,364.67
 5.31,175.88,1044.25,365.25
 5.22,175.25,1044.83,365.83
29.51,174.77,1044.58,366.12
35.00,174.00,1046.00,367.00
35.09,174.29,1045.54,366.75
58.27,174.29,1046.83,367.08
57.92,174.44,1047.25,367.12
57.57,174.58,1047.67,367.17
57.22,174.73,1048.08,367.21
22.41,171.25,1069.50,374.50
22.06,171.38,1069.92,374.58
18.21,170.17,1077.33,377.33
11.87,168.44,1089.75,381.12
41.18,170.50,1078.75,377.33
48.56,173.15,1063.71,372.38
73.49,173.75,1061.50,371.50
79.26,176.19,1049.67,366.96
103.76,176.62,1048.33,366.42
97.72,174.88,1060.12,370.25
121.76,175.17,1059.67,370.00
121.85,175.46,1059.21,369.75
129.81,178.38,1043.00,364.25
106.37,178.81,1041.67,363.71
106.90,179.25,1040.33,363.17
83.45,179.69,1039.00,362.62
83.98,180.12,1037.67,362.08
108.47,180.56,1036.33,361.54
109.00,181.00,1035.00,361.00
108.53,180.44,1035.46,361.67
108.05,179.88,1035.92,362.33
107.58,179.31,1036.38,363.00
135.40,181.67,1020.17,357.83
130.59,178.19,1037.29,364.33
130.11,177.62,1037.75,365.00
153.69,179.54,1024.04,360.71
129.16,176.50,1038.67,366.33
119.70,175.94,1039.12,367.00
100.07,173.71,1047.92,371.00
103.77,174.81,1040.04,368.33
103.29,174.25,1040.50,369.00
113.81,173.69,1040.96,369.67
132.44,175.17,1029.17,366.25
145.14,176.06,1021.25,364.00
159.66,175.50,1021.67,364.67
166.20,174.94,1022.08,365.33
182.71,174.38,1022.50,366.00
189.34,174.54,1018.75,365.21
205.77,173.25,1023.33,367.33
205.32,172.69,1023.75,368.00
204.86,172.12,1024.17,368.67
181.45,171.56,1024.58,369.33
180.00,171.00,1025.00,370.00
179.29,170.25,1026.92,370.38
156.62,169.50,1028.83,370.75
177.87,168.75,1030.75,371.12
178.91,168.67,1029.17,370.17
178.63,168.08,1030.21,370.21
167.88,170.12,1016.25,365.00
175.27,171.88,1003.96,360.38
160.51,168.67,1020.00,365.67
159.82,167.94,1021.88,366.00
